V,J
-3.83853921448463e-06,0.013721659779548666
3.57627868652344e-07,0.013716906309127834
5.62667855774635e-06,0.013719379901886
1.78813934326172e-06,0.0137263387441635
6.55651092529297e-06,0.01372912526130675
8.98838061402785e-06,0.0137221068143845
7.41481790100806e-06,0.013718262314796418
6.67572021484375e-06,0.013713911175727832
1.02996827990864e-05,0.01370637118816375
1.27077100842143e-05,0.013716354966163668
8.82148742675781e-06,0.013701975345611584
1.39951707751607e-05,0.013715714216232333
8.65459423948778e-06,0.013723298907280001
8.15391558717238e-06,0.013718143105506918
7.96318090579007e-06,0.013722226023673999
6.29425039733178e-06,0.013705968856811501
7.24792471373803e-06,0.013709798455238334
8.41617566038622e-06,0.013719379901886
4.60147884950857e-06,0.013706967234611499
8.46385955810547e-06,0.013719469308853165
8.24928338261088e-06,0.01370736956596375
5.48362731933594e-06,0.013709604740142834
6.98566464052419e-06,0.013707399368286168
3.31401838593592e-06,0.013714551925659166
2.4318694613612e-06,0.013701096177101168
4.64916229248047e-06,0.013694748282432584
6.00814837525832e-06,0.013711005449295084
5.88893908570753e-06,0.013705402612686166
2.26497650146484e-06,0.013701215386390667
5.62667855774635e-06,0.013702929019928
2.55107875091198e-06,0.013706132769584668
6.19888339770114e-07,0.013692274689674417
2.90870661956433e-06,0.01369702816009525
-2.38418579101563e-07,0.013684004545211834
3.57627868652344e-06,0.013690352439880335
9.25064068724168e-06,0.013685360550880417
5.69820394957787e-06,0.013693064451217667
5.48362731933594e-06,0.013693988323211668
8.01086480350932e-06,0.013704046607017501
6.24656695435988e-06,0.013701021671295166
-3.21865081787109e-06,0.01370026171207425
1.66893002528923e-07,0.013690352439880335
3.69548797607422e-06,0.013701543211936916
-1.64508821853815e-06,0.013695910573005668
-6.91413902131899e-07,0.013695552945137001
4.2200090319966e-06,0.013699293136596666
3.55243696503749e-06,0.013700813055038417
3.50475306731823e-06,0.013698786497116084
3.14712519866589e-06,0.013680532574653667
6.86645535097341e-06,0.013672783970832833
6.19888305664063e-06,0.013686642050743082
8.08239019534085e-06,0.013673111796379082
5.62667855774635e-06,0.0136748701334
7.05719003235572e-06,0.013676181435585001
5.91278103456716e-06,0.0136935114860535
5.36441802978516e-06,0.013675495982170084
-6.43730174942903e-07,0.013679131865501418
-4.0531159584134e-07,0.013670951128006
1.66893005371094e-06,0.01367546617984775
3.09944152832031e-06,0.013677462935447667
4.10079974244582e-06,0.013669952750206
5.62667855774635e-06,0.013669073581695584
7.24792471373803e-06,0.013690754771232584
8.24928338261088e-06,0.013683333992958083
-1.66893002528923e-07,0.01368799805641175
5.00679050219333e-07,0.013676494359970084
-4.2200090319966e-06,0.01366324722766875
-2.62260442696061e-07,0.01365821063518525
-0.0,0.0136585384607315
1.12295156213804e-05,0.013660609722137416
6.7710875555349e-06,0.0136575400829315
4.93526476930128e-06,0.0136556178331375
7.08103198121535e-06,0.013659566640853917
5.03063210999244e-06,0.013647675514221165
2.98023223876953e-06,0.013660088181495667
-1.83582312729413e-06,0.013658925890922583
-2.59876264863124e-06,0.013662084937095668
-9.77516151579039e-07,0.013663887977600084
-7.62939464493684e-07,0.013650625944137582
-1.81198117843451e-06,0.013645321130752584
1.02519993561145e-06,0.013647198677063
6.36577624391066e-06,0.013645157217979417
9.77516151579039e-07,0.013636216521263083
4.00543240175466e-06,0.013638690114021334
6.5803528741526e-06,0.013641119003295918
7.15255737304688e-06,0.013639405369758583
8.05854779173387e-06,0.013640612363815334
1.26361851471302e-06,0.013640046119689915
-2.21729283111927e-06,0.013630703091621418
-6.15119961366872e-06,0.013632744550704916
-4.45842761109816e-06,0.013640880584716833
-6.50882748232107e-06,0.013633623719215416
-7.1763993219065e-06,0.013644680380821249
-4.72068813905935e-06,0.013635128736496
-3.57627868652344e-07,0.013645708560943583
-5.24520885392121e-07,0.013643562793731667
-1.16825106033502e-06,0.013635978102684
-5.17368334840285e-06,0.0136309415102005
-3.21865081787109e-06,0.013647675514221165
-7.39097629320895e-07,0.013638809323310833
