V,J
0.0091696260496974,3.4683786604243004e-05
0.0667955875396729,3.0753644144473e-05
0.124416403472424,2.3268163204193085e-05
0.182041645050049,7.718172734409258e-06
0.239864826202393,-2.579292777227242e-05
0.297456741333008,-9.828140415872167e-05
0.355094194412231,-0.0002520135021768508
0.412699937820435,-0.0005577257058272759
0.47033953666687,-0.0011058598756790168
0.52794337272644,-0.00195788545534015
0.585586309432983,-0.0032142152388890586
0.643192529678345,-0.0048107604185740165
0.700835704803467,-0.006696806599696475
